,Link,Name,Title
0,content_ICCV_2019/papers/Rossler_FaceForensics_Learning_to_Detect_Manipulated_Facial_Images_ICCV_2019_paper.pdf,e87ddaec98255ec79244668c7c0a8c406efb31ce,FaceForensics++: Learning to Detect Manipulated Facial Images
1,content_ICCV_2019/papers/Lu_DeepVCP_An_End-to-End_Deep_Neural_Network_for_Point_Cloud_Registration_ICCV_2019_paper.pdf,85a54655f6b67301d5d48a863913bc2fe2ae8423,DeepVCP: An End-to-End Deep Neural Network for Point Cloud Registration
2,content_ICCV_2019/papers/Gadelha_Shape_Reconstruction_Using_Differentiable_Projections_and_Deep_Priors_ICCV_2019_paper.pdf,b0b65beebd20ae8e18987628f00e32b613a79d14,Shape Reconstruction Using Differentiable Projections and Deep Priors
3,content_ICCV_2019/papers/Larsson_Fine-Grained_Segmentation_Networks_Self-Supervised_Segmentation_for_Improved_Long-Term_Visual_Localization_ICCV_2019_paper.pdf,add83261ba0066fee11e101a34fbef6f11fed430,Fine-Grained Segmentation Networks: Self-Supervised Segmentation for Improved Long-Term Visual Localization
4,content_ICCV_2019/papers/Yang_SANet_Scene_Agnostic_Network_for_Camera_Localization_ICCV_2019_paper.pdf,aabd466b91f79aa0e8fe686f24dfe32d38dea549,SANet: Scene Agnostic Network for Camera Localization
5,content_ICCV_2019/papers/Hermosilla_Total_Denoising_Unsupervised_Learning_of_3D_Point_Cloud_Cleaning_ICCV_2019_paper.pdf,296c6f629d7c57734c98b40f1a8f4c3050cd6d09,Total Denoising: Unsupervised Learning of 3D Point Cloud Cleaning
6,content_ICCV_2019/papers/Pramono_Hierarchical_Self-Attention_Network_for_Action_Localization_in_Videos_ICCV_2019_paper.pdf,2315be85bf3c199bc230b6b96ce73607f0157c4a,Hierarchical Self-Attention Network for Action Localization in Videos
7,content_ICCV_2019/papers/Muhammad_Goal-Driven_Sequential_Data_Abstraction_ICCV_2019_paper.pdf,9db78a763aa4c6e51df3850ebd0f435915f8ab34,Goal-Driven Sequential Data Abstraction
8,content_ICCV_2019/papers/Annunziata_Jointly_Aligning_Millions_of_Images_With_Deep_Penalised_Reconstruction_Congealing_ICCV_2019_paper.pdf,caf82d7e3f8985c961f25d1474c9824a4d3c0b1c,Jointly Aligning Millions of Images With Deep Penalised Reconstruction Congealing
9,content_ICCV_2019/papers/Lee_Drop_to_Adapt_Learning_Discriminative_Features_for_Unsupervised_Domain_Adaptation_ICCV_2019_paper.pdf,7e5c3851e82615ab95448c09cb49103e31cfff0e,Drop to Adapt: Learning Discriminative Features for Unsupervised Domain Adaptation
10,content_ICCV_2019/papers/Kim_NLNL_Negative_Learning_for_Noisy_Labels_ICCV_2019_paper.pdf,682f3e972f36c78e363ce4ece3450c3c526d010f,NLNL: Negative Learning for Noisy Labels
11,content_ICCV_2019/papers/Ye_Adversarial_Robustness_vs._Model_Compression_or_Both_ICCV_2019_paper.pdf,be6854af38b4d5491dd7239837e8402f402cc14f,"Adversarial Robustness vs. Model Compression, or Both?"
12,content_ICCV_2019/papers/Zhao_On_the_Design_of_Black-Box_Adversarial_Examples_by_Leveraging_Gradient-Free_ICCV_2019_paper.pdf,40839a8895b0247534bcd4fed38239b60988a3f7,On the Design of Black-Box Adversarial Examples by Leveraging Gradient-Free Optimization and Operator Splitting Method
13,content_ICCV_2019/papers/Das_DewarpNet_Single-Image_Document_Unwarping_With_Stacked_3D_and_2D_Regression_ICCV_2019_paper.pdf,0a48f4f5b77c7eca2385d7e8597e4e9ed74b7216,DewarpNet: Single-Image Document Unwarping With Stacked 3D and 2D Regression Networks
14,content_ICCV_2019/papers/Zou_Learning_Robust_Facial_Landmark_Detection_via_Hierarchical_Structured_Ensemble_ICCV_2019_paper.pdf,c50a2dae871a0a23cc1b8e207786d3cd8ff19cdc,Learning Robust Facial Landmark Detection via Hierarchical Structured Ensemble
